"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020-1-24","222.58","225.50","225.76","221.55","37.44M","-0.84%"
"2020-1-23","224.47","223.59","224.57","222.58","26.50M","0.32%"
"2020-1-22","223.75","224.26","225.03","223.47","20.74M","0.26%"
"2020-1-21","223.16","222.61","223.72","222.54","21.15M","-0.04%"
"2020-1-17","223.26","223.12","223.44","222.01","24.33M","0.50%"
"2020-1-16","222.16","221.12","222.20","220.68","18.80M","0.96%"
"2020-1-15","220.05","220.06","221.08","219.33","25.74M","0.04%"
"2020-1-14","219.96","220.63","221.09","219.62","24.57M","-0.39%"
"2020-1-13","220.83","219.19","220.86","218.87","22.85M","1.15%"
"2020-1-10","218.32","219.64","219.75","217.93","21.91M","-0.26%"
"2020-1-9","218.88","218.80","219.29","217.60","23.64M","0.85%"
"2020-1-8","217.04","215.36","218.03","215.05","26.46M","0.75%"
"2020-1-7","215.42","215.53","216.03","214.74","23.12M","-0.01%"
"2020-1-6","215.45","212.38","215.48","212.13","21.73M","0.64%"
"2020-1-3","214.07","213.18","215.36","213.17","27.53M","-0.92%"
"2020-1-2","216.05","214.29","216.05","213.87","31.01M","1.67%"
